"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EU28","ELECTRICITY","TOT","GWH","A","2019",3088025.26,
"EU28","ELECTRICITY","TOT","GWH","A","2020",2967712.532,
"EU28","ELECTRICITY","TOT","GWH","A","2021",3081773.553,
"EU28","ELECTRICITY","TOT","GWH","A","2022",,"L"
"EU27_2020","ELECTRICITY","TOT","GWH","A","1990",2132402,
"EU27_2020","ELECTRICITY","TOT","GWH","A","1991",2173244,
"EU27_2020","ELECTRICITY","TOT","GWH","A","1992",2164366,
"EU27_2020","ELECTRICITY","TOT","GWH","A","1993",2166376,
"EU27_2020","ELECTRICITY","TOT","GWH","A","1994",2201617,
"EU27_2020","ELECTRICITY","TOT","GWH","A","1995",2268069,
"EU27_2020","ELECTRICITY","TOT","GWH","A","1996",2349734,
"EU27_2020","ELECTRICITY","TOT","GWH","A","1997",2363865,
"EU27_2020","ELECTRICITY","TOT","GWH","A","1998",2416847,
"EU27_2020","ELECTRICITY","TOT","GWH","A","1999",2441604,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2000",2512624,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2001",2587521,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2002",2606126,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2003",2684376,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2004",2755160,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2005",2772058,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2006",2816246,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2007",2829668,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2008",2843568,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2009",2696317,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2010",2831510,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2011",2788540,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2012",2786987,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2013",2774276,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2014",2716852,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2015",2760960,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2016",2784044,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2017",2814926.316,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2018",2802394.524,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2019",2776074.25,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2020",2667709.691,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2021",2784613.586,
"EU27_2020","ELECTRICITY","TOT","GWH","A","2022",,"L"
